County	Election Date	Precinct	Contest Group ID	Contest Type	Contest Name	Choice	Choice Party	Vote For	Election Day	Early Voting	Absentee by Mail	Provisional	Total Votes	Real Precinct
MECKLENBURG	11/04/2025	029	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Robert L. Edwards	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	029	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Stephanie Sneed	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	029	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	029	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	029	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	030	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	030	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	030	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	030	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	030	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	030	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	030	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	030	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	030	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	030	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	030	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	030	3	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 01	Dante Anderson	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	030	3	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 01	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	030	12	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 03	Gregory (Dee) Rankin	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	030	12	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 03	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	030	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	030	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	031	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	031	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	031	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	031	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	031	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	031	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	031	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	031	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	031	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	031	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	031	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	031	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	James H. Bowers	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	031	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	Joi Mayo	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	031	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	Robin Emmons	UNA	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	031	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	031	11	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 02	Juan Hall	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	031	11	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 02	Shamaiye Haynes	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	031	11	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 02	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	031	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	031	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	032	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	032	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	032	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	032	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	032	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	032	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	032	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	032	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	032	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	032	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	032	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	032	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Kimberly Owens	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	032	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Krista Bokhari	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	032	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	032	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Cynthia Stone	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	032	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Lisa Cline	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	032	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	032	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	032	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	033	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	033	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	033	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	033	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	033	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	033	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	033	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	033	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	033	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	033	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	033	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	033	7	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 05	Juan Diego (J.D.) Mazuera Arias	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	033	7	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	033	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Jillian King	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	033	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Robert L. Edwards	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	033	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Stephanie Sneed	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	033	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	033	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	033	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	034	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	034	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	034	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	034	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	034	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	034	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	034	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	034	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	034	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	034	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	034	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	034	7	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 05	Juan Diego (J.D.) Mazuera Arias	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	034	7	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	034	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Jillian King	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	034	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Robert L. Edwards	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	034	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Stephanie Sneed	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	034	13	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 04	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	034	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	034	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	035	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	035	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	035	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	035	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	035	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	035	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	035	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	035	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	035	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	035	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	035	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	035	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Kimberly Owens	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	035	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Krista Bokhari	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	035	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	035	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Cynthia Stone	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	035	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Lisa Cline	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	035	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	035	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	035	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	036	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	036	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	036	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	036	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	036	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	036	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	036	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	036	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	036	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	036	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	036	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	036	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Kimberly Owens	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	036	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Krista Bokhari	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	036	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	036	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Cynthia Stone	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	036	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Lisa Cline	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	036	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	036	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	036	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	037	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	037	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	037	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	037	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	037	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	037	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	037	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	037	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	037	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	037	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	037	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	037	3	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 01	Dante Anderson	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	037	3	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 01	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	037	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Cynthia Stone	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	037	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Lisa Cline	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	037	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	037	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	037	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	038	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	038	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	038	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	038	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	038	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	038	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	038	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	038	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	038	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	038	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	038	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	038	3	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 01	Dante Anderson	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	038	3	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 01	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	038	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Cynthia Stone	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	038	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Lisa Cline	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	038	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	038	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	038	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
